route_id,service_id,trip_id,trip_headsign,block_id,shape_id,wheelchair_accessible
23-62,MAY13-MVS-BUS-Reduced-01,6543703-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1293,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543704-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1293,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543705-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1291,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543706-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1291,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543707-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1292,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543708-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1292,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543709-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1292,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543710-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1291,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543711-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543712-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543713-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543714-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543715-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1292,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543716-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543717-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543718-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543719-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543720-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543721-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543722-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1293,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543723-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1293,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543724-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1292,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543725-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230010,1
23-62,MAY13-MVS-BUS-Reduced-01,6543726-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1292,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543727-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1292,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543728-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1291,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543729-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1293,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543730-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1293,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543731-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1292,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543732-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1291,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543733-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1292,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543734-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1291,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543735-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1293,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543736-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1291,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543737-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1292,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543738-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1293,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543739-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1291,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543740-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1292,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543741-MAY13-MVS-BUS-Reduced-01,"East 23C  38th Street / Vets Home",1293,230002,1
23-62,MAY13-MVS-BUS-Reduced-01,6543742-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1291,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543743-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1292,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543744-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1293,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543745-MAY13-MVS-BUS-Reduced-01,"East 23H  38th Street / Highland",1291,230001,1
23-62,MAY13-MVS-BUS-Reduced-01,6543746-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543747-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543748-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543749-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543750-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543751-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543752-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543753-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543754-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543755-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543756-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543757-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543758-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543759-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543760-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543761-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543762-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543763-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543764-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1291,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543765-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543766-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1293,230004,1
23-62,MAY13-MVS-BUS-Reduced-01,6543767-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230005,1
23-62,MAY13-MVS-BUS-Reduced-01,6543768-MAY13-MVS-BUS-Reduced-01,"West 23  38th Street / Uptown",1292,230005,1
2-62,MAY13-MVS-BUS-Reduced-01,6543775-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20005,1
2-62,MAY13-MVS-BUS-Reduced-01,6543776-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1003,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543777-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1003,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543778-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1001,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543779-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1001,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543780-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543781-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1003,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543782-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1003,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543783-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1001,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543784-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1001,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543785-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1004,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543786-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1004,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543787-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1006,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543788-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1006,20006,1
2-62,MAY13-MVS-BUS-Reduced-01,6543789-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20007,1
2-62,MAY13-MVS-BUS-Reduced-01,6543790-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20006,1
2-62,MAY13-MVS-BUS-Reduced-01,6543791-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1004,20007,1
2-62,MAY13-MVS-BUS-Reduced-01,6543792-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1001,20005,1
2-62,MAY13-MVS-BUS-Reduced-01,6543793-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1001,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543794-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1001,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543795-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543796-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543797-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1003,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543798-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1003,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543799-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1001,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543800-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1006,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543801-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543802-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1004,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543803-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1006,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543804-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1006,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543805-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543806-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543807-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1004,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543808-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1004,20006,1
2-62,MAY13-MVS-BUS-Reduced-01,6543809-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1006,20007,1
2-62,MAY13-MVS-BUS-Reduced-01,6543810-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1006,20006,1
2-62,MAY13-MVS-BUS-Reduced-01,6543811-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20007,1
2-62,MAY13-MVS-BUS-Reduced-01,6543812-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1005,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543813-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1003,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543814-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1004,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543815-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543816-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1001,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543817-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1005,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543818-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1003,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543819-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1004,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543820-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543821-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1001,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543822-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1005,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543823-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1003,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543824-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1004,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543825-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543826-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1001,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543827-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1005,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543828-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1003,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543829-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1004,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543830-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543831-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1001,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543832-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1005,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543833-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1003,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543834-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1004,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543835-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543836-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1001,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543837-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1006,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543838-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1003,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543839-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1004,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543840-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543841-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1004,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543842-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543843-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1001,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543844-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1005,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543845-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1003,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543846-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1004,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543847-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543848-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1001,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543849-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1005,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543850-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1003,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543851-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1004,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543852-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543853-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1001,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543854-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1005,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543855-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1003,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543856-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1004,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543857-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543858-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1001,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543859-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1005,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543860-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1003,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543861-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1004,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543862-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543863-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1001,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543864-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1005,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543865-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1003,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543866-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1004,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543867-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1002,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543868-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1001,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543869-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1006,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543870-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1003,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543871-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1001,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543872-MAY13-MVS-BUS-Reduced-01,"East 2C  Franklin Av / To Central / U of M",1002,20001,1
2-62,MAY13-MVS-BUS-Reduced-01,6543873-MAY13-MVS-BUS-Reduced-01,"West 2  Franklin Av / To Hennepin",1004,20004,1
2-62,MAY13-MVS-BUS-Reduced-01,6543874-MAY13-MVS-BUS-Reduced-01,"East 2A  Franklin Av / Dinkytown / U of M",1002,20003,1
2-62,MAY13-MVS-BUS-Reduced-01,6543875-MAY13-MVS-BUS-Reduced-01,"East 2A  Franklin Av / Dinkytown / U of M",1001,20003,1
9-62,MAY13-MVS-BUS-Reduced-01,6544002-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1134,90009,1
9-62,MAY13-MVS-BUS-Reduced-01,6544003-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1133,90009,1
9-62,MAY13-MVS-BUS-Reduced-01,6544004-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1132,90008,1
9-62,MAY13-MVS-BUS-Reduced-01,6544005-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1134,90006,1
9-62,MAY13-MVS-BUS-Reduced-01,6544006-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1136,90010,1
9-62,MAY13-MVS-BUS-Reduced-01,6544007-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1133,90008,1
9-62,MAY13-MVS-BUS-Reduced-01,6544008-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1135,90010,1
9-62,MAY13-MVS-BUS-Reduced-01,6544009-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1132,90008,1
9-62,MAY13-MVS-BUS-Reduced-01,6544010-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1134,90010,1
9-62,MAY13-MVS-BUS-Reduced-01,6544011-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1136,90008,1
9-62,MAY13-MVS-BUS-Reduced-01,6544012-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1133,90010,1
9-62,MAY13-MVS-BUS-Reduced-01,6544013-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1135,90008,1
9-62,MAY13-MVS-BUS-Reduced-01,6544014-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1132,90010,1
9-62,MAY13-MVS-BUS-Reduced-01,6544015-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1134,90008,1
9-62,MAY13-MVS-BUS-Reduced-01,6544016-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1136,90010,1
9-62,MAY13-MVS-BUS-Reduced-01,6544017-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1133,90008,1
9-62,MAY13-MVS-BUS-Reduced-01,6544018-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1135,90010,1
9-62,MAY13-MVS-BUS-Reduced-01,6544019-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1137,90008,1
9-62,MAY13-MVS-BUS-Reduced-01,6544020-MAY13-MVS-BUS-Reduced-01,"East 9A  E 25St - 36Av / 46St Station",1134,90010,1
